"1.1",6,18,45,54,66
"1.2",4,16,43,58,70
"1.3",8,25,36,56,68
"1.4",11,29,41,51,63
"2.1",1,16,33,46,66
"2.2",6,27,35,55,61
"2.3",13,21,37,53,67
"2.4",2,20,43,56,63
"3.1",6,16,45,48,68
"3.2",3,17,44,54,66
"3.3",10,18,36,47,71
"3.4",11,19,43,55,73
"4.1",11,16,36,57,64
"4.2",12,29,42,51,70
"4.3",7,30,45,50,69
"4.4",5,18,39,60,61
"5.1",12,20,42,52,70
"5.2",15,17,41,48,71
"5.3",2,21,36,55,62
"5.4",1,26,40,51,65
"6.1",4,26,44,53,65
"6.2",2,20,35,58,70
"6.3",7,17,37,56,67
"6.4",3,30,40,50,62
"7.1",15,22,40,55,62
"7.2",8,16,32,52,75
"7.3",10,29,39,50,74
"7.4",2,17,43,53,71
"8.1",12,25,41,51,63
"8.2",3,29,37,54,66
"8.3",1,26,35,50,69
"8.4",10,17,45,47,64
"9.1",8,24,36,49,61
"9.2",11,29,39,57,64
"9.3",9,21,43,55,73
"9.4",7,18,32,48,67
"10.1",8,25,39,54,66
"10.2",10,17,42,52,63
"10.3",15,19,32,59,73
"10.4",6,21,40,46,67
"11.1",12,23,40,54,61
"11.2",8,17,36,50,63
"11.3",5,19,42,58,62
"11.4",3,21,33,47,66
"12.1",14,26,41,54,71
"12.2",9,30,40,60,72
"12.3",12,19,37,58,66
"12.4",7,17,31,57,75
"13.1",5,17,39,48,68
"13.2",1,20,33,54,63
"13.3",8,29,40,47,74
"13.4",13,18,38,59,71
"14.1",7,26,45,48,70
"14.2",12,24,33,51,71
"14.3",11,17,36,54,61
"14.4",5,19,32,57,64
"15.1",3,20,37,48,75
"15.2",14,26,34,60,73
"15.3",5,28,44,55,66
"15.4",11,21,31,52,71
"16.1",11,21,38,58,65
"16.2",5,30,43,51,70
"16.3",9,24,44,56,63
"16.4",12,29,35,50,62
"17.1",3,16,40,58,75
"17.2",14,30,42,55,67
"17.3",4,19,34,53,63
"17.4",2,20,38,51,66
"18.1",13,29,31,56,74
"18.2",14,16,37,50,70
"18.3",8,21,39,54,71
"18.4",2,25,41,59,62
"19.1",15,16,40,55,62
"19.2",12,27,37,47,70
"19.3",1,29,45,57,63
"19.4",11,24,39,50,66
"20.1",10,25,33,60,73
"20.2",3,18,45,58,63
"20.3",8,20,32,57,68
"20.4",6,23,37,46,69
"21.1",2,21,32,46,66
"21.2",13,30,44,58,70
"21.3",6,16,33,52,68
"21.4",10,26,45,53,63
"22.1",7,16,40,50,73
"22.2",4,22,43,47,71
"22.3",13,24,31,51,65
"22.4",15,18,37,49,75
"23.1",5,18,45,58,61
"23.2",2,27,31,50,64
"23.3",4,20,34,57,74
"23.4",13,17,37,49,67
"24.1",7,29,43,58,67
